index,date,duration,item,month,network,network_type
474,29/12/14 06:58,34.429,data,2015-01,data,data
475,29/12/14 12:09,368,call,2015-01,Tesco,mobile
476,30/12/14 06:58,34.429,data,2015-01,data,data
477,30/12/14 11:57,1,sms,2015-01,Three,mobile
478,30/12/14 11:57,1,sms,2015-01,Three,mobile
479,30/12/14 12:01,1,sms,2015-01,Three,mobile
480,30/12/14 12:01,1,sms,2015-01,Three,mobile
481,30/12/14 12:02,1,sms,2015-01,Three,mobile
482,30/12/14 12:03,1,sms,2015-01,Three,mobile
483,30/12/14 12:04,1,sms,2015-01,Three,mobile
484,30/12/14 12:04,1,sms,2015-01,Three,mobile
485,30/12/14 12:05,1,sms,2015-01,Three,mobile
486,30/12/14 12:05,1,sms,2015-01,Three,mobile
487,30/12/14 12:05,1,sms,2015-01,Three,mobile
488,30/12/14 12:05,1,sms,2015-01,Three,mobile
489,30/12/14 12:06,1,sms,2015-01,Three,mobile
490,30/12/14 12:10,1,sms,2015-01,Three,mobile
491,30/12/14 12:10,1,sms,2015-01,Three,mobile
492,30/12/14 12:10,1,sms,2015-01,Three,mobile
493,30/12/14 12:13,1,sms,2015-01,Three,mobile
494,30/12/14 12:14,1,sms,2015-01,Three,mobile
495,30/12/14 12:14,1,sms,2015-01,Three,mobile
496,31/12/14 06:58,34.429,data,2015-01,data,data
497,31/12/14 13:00,5,call,2015-01,Meteor,mobile
498,31/12/14 13:03,358,call,2015-01,Meteor,mobile
499,31/12/14 13:49,526,call,2015-01,landline,landline
500,31/12/14 23:05,1,sms,2015-01,Vodafone,mobile
501,31/12/14 23:37,1,sms,2015-01,Vodafone,mobile
502,31/12/14 23:37,1,sms,2015-01,Vodafone,mobile
503,31/12/14 23:37,1,sms,2015-01,Vodafone,mobile
504,01/01/15 06:58,34.429,data,2015-01,data,data
505,02/01/15 06:58,34.429,data,2015-01,data,data
506,02/01/15 11:27,640,call,2015-01,Vodafone,mobile
507,02/01/15 23:26,1,sms,2015-01,Meteor,mobile
508,02/01/15 23:28,1,sms,2015-01,Meteor,mobile
509,03/01/15 06:58,34.429,data,2015-01,data,data
510,03/01/15 12:01,158,call,2015-01,Vodafone,mobile
511,04/01/15 00:57,104,call,2015-01,Three,mobile
512,04/01/15 06:58,34.429,data,2015-01,data,data
513,04/01/15 14:20,3,call,2015-01,Vodafone,mobile
514,04/01/15 14:31,6,call,2015-01,Vodafone,mobile
515,04/01/15 14:32,41,call,2015-01,Vodafone,mobile
516,05/01/15 06:58,34.429,data,2015-01,data,data
517,05/01/15 09:49,56,call,2015-01,landline,landline
518,05/01/15 09:51,128,call,2015-01,landline,landline
519,05/01/15 10:10,77,call,2015-01,Three,mobile
520,05/01/15 10:25,5,call,2015-01,Three,mobile
521,05/01/15 10:25,1,sms,2015-01,Three,mobile
522,05/01/15 10:52,1,sms,2015-01,Three,mobile
523,05/01/15 10:56,144,call,2015-01,landline,landline
524,05/01/15 11:58,99,call,2015-01,Meteor,mobile
525,05/01/15 14:29,60,call,2015-01,landline,landline
526,05/01/15 16:41,682,call,2015-01,Three,mobile
527,05/01/15 17:22,36,call,2015-01,Tesco,mobile
528,05/01/15 20:23,734,call,2015-01,Three,mobile
529,06/01/15 06:58,34.429,data,2015-01,data,data
530,06/01/15 09:04,1,sms,2015-01,Three,mobile
531,06/01/15 09:04,1,sms,2015-01,Three,mobile
532,06/01/15 13:28,16,call,2015-01,Meteor,mobile
533,06/01/15 13:29,295,call,2015-01,Vodafone,mobile
534,06/01/15 13:55,1,sms,2015-01,Vodafone,mobile
535,06/01/15 19:17,106,call,2015-01,Meteor,mobile
536,06/01/15 20:40,29,call,2015-01,Vodafone,mobile
537,07/01/15 06:58,34.429,data,2015-01,data,data
538,07/01/15 09:28,1,sms,2015-01,Vodafone,mobile
539,07/01/15 21:20,1,sms,2015-01,Vodafone,mobile
540,07/01/15 21:20,1,sms,2015-01,Vodafone,mobile
541,08/01/15 06:58,34.429,data,2015-01,data,data
542,08/01/15 15:02,4,call,2015-01,Meteor,mobile
543,08/01/15 15:10,3,call,2015-01,Meteor,mobile
544,08/01/15 15:10,23,call,2015-01,Meteor,mobile
545,08/01/15 20:15,290,call,2015-01,Tesco,mobile
546,08/01/15 20:26,1,sms,2015-01,Vodafone,mobile
547,08/01/15 20:30,12,call,2015-01,Tesco,mobile
548,08/01/15 20:31,1247,call,2015-01,Three,mobile
549,08/01/15 22:41,1,sms,2015-01,Vodafone,mobile
550,08/01/15 22:41,1,sms,2015-01,Vodafone,mobile
551,08/01/15 22:52,1,sms,2015-01,Vodafone,mobile
552,08/01/15 22:52,1,sms,2015-01,Vodafone,mobile
553,08/01/15 23:06,1,sms,2015-01,Vodafone,mobile
554,08/01/15 23:06,1,sms,2015-01,Vodafone,mobile
555,09/01/15 06:58,34.429,data,2015-01,data,data
556,09/01/15 09:25,1,sms,2015-01,Meteor,mobile
557,09/01/15 09:43,33,call,2015-01,Three,mobile
558,09/01/15 10:07,4,call,2015-01,Vodafone,mobile
559,09/01/15 17:32,57,call,2015-01,Vodafone,mobile
560,10/01/15 06:58,34.429,data,2015-01,data,data
561,10/01/15 14:10,2,call,2015-01,Three,mobile
562,10/01/15 14:36,6,call,2015-01,Vodafone,mobile
563,10/01/15 14:44,398,call,2015-01,Vodafone,mobile
564,10/01/15 15:58,412,call,2015-01,Meteor,mobile
565,10/01/15 16:57,568,call,2015-01,Three,mobile
566,10/01/15 21:16,1,sms,2015-01,Vodafone,mobile
567,10/01/15 21:16,1,sms,2015-01,Vodafone,mobile
568,11/01/15 06:58,34.429,data,2015-01,data,data
569,11/01/15 13:29,1,sms,2015-01,Vodafone,mobile
570,11/01/15 13:54,201,call,2015-01,Three,mobile
571,12/01/15 06:58,34.429,data,2015-01,data,data
572,12/01/15 12:01,18,call,2015-01,Meteor,mobile
573,12/01/15 12:01,7,call,2015-01,Meteor,mobile
574,12/01/15 18:23,4,call,2015-01,Three,mobile
575,12/01/15 18:26,1,sms,2015-01,Vodafone,mobile
576,12/01/15 18:26,1,sms,2015-01,Vodafone,mobile
577,13/01/15 06:58,34.429,data,2015-02,data,data
578,13/01/15 15:04,503,call,2015-01,Three,mobile
579,13/01/15 19:09,1,sms,2015-01,Three,mobile
580,13/01/15 19:44,1,sms,2015-01,Three,mobile
581,13/01/15 19:44,1,sms,2015-01,Three,mobile
582,13/01/15 19:57,1,sms,2015-01,Vodafone,mobile
583,13/01/15 19:57,1,sms,2015-01,Vodafone,mobile
584,13/01/15 19:58,105,call,2015-01,landline,landline
585,13/01/15 20:00,466,call,2015-01,landline,landline
586,14/01/15 06:58,34.429,data,2015-02,data,data
587,14/01/15 17:15,13,call,2015-01,landline,landline
588,14/01/15 19:16,397,call,2015-01,Three,mobile
589,14/01/15 20:47,36,call,2015-01,Three,mobile
590,14/01/15 23:34,1,sms,2015-01,Vodafone,mobile
591,14/01/15 23:34,1,sms,2015-01,Vodafone,mobile
592,14/01/15 23:35,1,sms,2015-01,Three,mobile
593,14/01/15 23:36,1,sms,2015-01,Three,mobile
594,15/01/15 06:58,34.429,data,2015-02,data,data
595,15/01/15 10:36,28,call,2015-02,Three,mobile
596,15/01/15 12:23,1,sms,2015-02,special,special
597,15/01/15 17:22,168,call,2015-02,Tesco,mobile
598,16/01/15 06:58,34.429,data,2015-02,data,data
599,16/01/15 09:45,1,call,2015-02,Meteor,mobile
600,16/01/15 09:56,61,call,2015-02,Meteor,mobile
601,16/01/15 10:17,14,call,2015-02,Three,mobile
602,16/01/15 10:25,20,call,2015-02,Three,mobile
603,16/01/15 17:46,411,call,2015-02,Tesco,mobile
604,16/01/15 18:07,1,sms,2015-02,Vodafone,mobile
605,16/01/15 18:07,1,sms,2015-02,Vodafone,mobile
606,16/01/15 18:07,1,sms,2015-02,Vodafone,mobile
607,16/01/15 18:07,1,sms,2015-02,Vodafone,mobile
608,16/01/15 18:07,1,sms,2015-02,Three,mobile
609,16/01/15 18:07,1,sms,2015-02,Three,mobile
610,17/01/15 06:58,34.429,data,2015-02,data,data
611,17/01/15 18:50,78,call,2015-02,Three,mobile
612,17/01/15 21:59,82,call,2015-02,Tesco,mobile
613,18/01/15 06:58,34.429,data,2015-02,data,data
614,18/01/15 16:27,478,call,2015-02,Three,mobile
615,18/01/15 17:04,700,call,2015-02,Tesco,mobile
616,19/01/15 06:58,34.429,data,2015-02,data,data
617,19/01/15 12:44,1,sms,2015-02,Vodafone,mobile
618,19/01/15 19:57,103,call,2015-02,Tesco,mobile
619,19/01/15 20:08,53,call,2015-02,Tesco,mobile
620,19/01/15 20:14,38,call,2015-02,Tesco,mobile
621,20/01/15 06:58,34.429,data,2015-02,data,data
622,20/01/15 15:08,1,sms,2015-02,Vodafone,mobile
623,20/01/15 19:49,1,sms,2015-02,Vodafone,mobile
624,20/01/15 20:23,1,sms,2015-02,Vodafone,mobile
625,21/01/15 06:58,34.429,data,2015-02,data,data
626,21/01/15 10:13,48,call,2015-02,Three,mobile
627,21/01/15 14:36,93,call,2015-02,voicemail,voicemail
628,21/01/15 14:44,1,sms,2015-02,Vodafone,mobile
629,21/01/15 15:56,27,call,2015-02,voicemail,voicemail
630,21/01/15 15:57,265,call,2015-02,Three,mobile
631,21/01/15 18:04,777,call,2015-02,Tesco,mobile
632,21/01/15 19:38,1090,call,2015-02,Meteor,mobile
633,21/01/15 19:59,491,call,2015-02,Vodafone,mobile
634,22/01/15 06:58,34.429,data,2015-02,data,data
635,22/01/15 18:59,41,call,2015-02,voicemail,voicemail
636,22/01/15 19:00,1107,call,2015-02,Vodafone,mobile
637,23/01/15 06:58,34.429,data,2015-02,data,data
638,23/01/15 12:56,29,call,2015-02,landline,landline
639,23/01/15 14:32,200,call,2015-02,Tesco,mobile
640,23/01/15 15:09,129,call,2015-02,Three,mobile
641,23/01/15 15:22,1,sms,2015-02,Vodafone,mobile
642,23/01/15 15:24,1,sms,2015-02,Vodafone,mobile
643,23/01/15 15:37,1,sms,2015-02,Vodafone,mobile
644,23/01/15 21:22,206,call,2015-02,Tesco,mobile
645,24/01/15 06:58,34.429,data,2015-02,data,data
646,25/01/15 06:58,34.429,data,2015-02,data,data
647,25/01/15 09:16,4,call,2015-02,Vodafone,mobile
648,25/01/15 16:55,1863,call,2015-02,Three,mobile
649,26/01/15 06:58,34.429,data,2015-02,data,data
650,26/01/15 16:54,104,call,2015-02,Three,mobile
651,26/01/15 17:15,501,call,2015-02,Three,mobile
652,27/01/15 06:58,34.429,data,2015-02,data,data
653,27/01/15 09:36,37,call,2015-02,Three,mobile
654,27/01/15 10:55,36,call,2015-02,Meteor,mobile
655,28/01/15 06:58,34.429,data,2015-02,data,data
656,28/01/15 09:44,8,call,2015-02,Vodafone,mobile
657,28/01/15 10:02,7,call,2015-02,landline,landline
658,28/01/15 15:53,272,call,2015-02,landline,landline
659,29/01/15 06:58,34.429,data,2015-02,data,data
660,29/01/15 11:35,1,sms,2015-02,Vodafone,mobile
661,29/01/15 11:50,1,sms,2015-02,Vodafone,mobile
662,29/01/15 17:11,255,call,2015-02,Tesco,mobile
663,29/01/15 17:19,1,sms,2015-02,Vodafone,mobile
664,29/01/15 17:58,362,call,2015-02,Three,mobile
665,29/01/15 18:05,100,call,2015-02,Tesco,mobile
666,29/01/15 19:27,74,call,2015-02,Tesco,mobile
667,30/01/15 06:58,34.429,data,2015-02,data,data
668,30/01/15 19:43,33,call,2015-02,Tesco,mobile
669,30/01/15 19:56,45,call,2015-02,Tesco,mobile
670,31/01/15 06:58,34.429,data,2015-02,data,data
671,31/01/15 12:48,31,call,2015-02,Tesco,mobile
672,31/01/15 13:14,7,call,2015-02,Vodafone,mobile
673,01/02/15 06:58,34.429,data,2015-02,data,data
674,01/02/15 13:33,103,call,2015-02,landline,landline
675,02/02/15 06:58,34.429,data,2015-02,data,data
676,02/02/15 17:11,280,call,2015-02,Tesco,mobile
677,02/02/15 17:16,183,call,2015-02,Tesco,mobile
678,02/02/15 17:35,1,sms,2015-02,Tesco,mobile
679,02/02/15 17:35,1,sms,2015-02,Tesco,mobile
680,02/02/15 17:35,1,sms,2015-02,Three,mobile
681,02/02/15 17:35,1,sms,2015-02,Three,mobile
682,02/02/15 18:17,7,call,2015-02,landline,landline
683,03/02/15 06:58,34.429,data,2015-02,data,data
684,03/02/15 14:45,6,call,2015-02,Three,mobile
685,04/02/15 06:58,34.429,data,2015-02,data,data
686,04/02/15 12:36,21,call,2015-02,voicemail,voicemail
687,04/02/15 14:52,227,call,2015-02,Tesco,mobile
688,04/02/15 17:04,1,sms,2015-02,special,special
689,05/02/15 06:58,34.429,data,2015-02,data,data
690,05/02/15 13:37,62,call,2015-02,voicemail,voicemail
691,05/02/15 13:38,91,call,2015-02,landline,landline
692,06/02/15 06:58,34.429,data,2015-02,data,data
693,06/02/15 10:36,24,call,2015-02,voicemail,voicemail
694,06/02/15 10:37,128,call,2015-02,Vodafone,mobile
695,06/02/15 18:39,23,call,2015-02,Three,mobile
696,06/02/15 18:41,51,call,2015-02,Three,mobile
697,07/02/15 06:58,34.429,data,2015-02,data,data
698,07/02/15 09:48,1,sms,2015-02,Vodafone,mobile
699,07/02/15 09:48,1,sms,2015-02,Vodafone,mobile
700,07/02/15 10:03,119,call,2015-02,Vodafone,mobile
701,07/02/15 11:13,1,sms,2015-02,Vodafone,mobile
702,07/02/15 11:37,4,call,2015-02,Three,mobile
703,07/02/15 15:04,1,sms,2015-02,Vodafone,mobile
704,07/02/15 16:06,1,sms,2015-02,Three,mobile
705,07/02/15 16:11,1,sms,2015-02,Three,mobile
706,07/02/15 16:11,1,sms,2015-02,Three,mobile
707,07/02/15 16:16,1,sms,2015-02,Three,mobile
708,07/02/15 16:27,141,call,2015-02,landline,landline
709,07/02/15 17:33,795,call,2015-02,Three,mobile
710,07/02/15 17:56,121,call,2015-02,Tesco,mobile
711,07/02/15 18:23,2,call,2015-02,Three,mobile
712,07/02/15 22:18,1,sms,2015-02,Three,mobile
713,07/02/15 22:30,1,sms,2015-02,Three,mobile
714,07/02/15 22:30,1,sms,2015-02,Three,mobile
715,08/02/15 06:58,34.429,data,2015-02,data,data
716,08/02/15 20:54,80,call,2015-02,landline,landline
717,09/02/15 06:58,34.429,data,2015-02,data,data
718,09/02/15 09:08,653,call,2015-02,Three,mobile
719,09/02/15 17:41,729,call,2015-02,Three,mobile
720,09/02/15 17:54,89,call,2015-02,Three,mobile
721,09/02/15 18:32,1,sms,2015-02,Vodafone,mobile
722,09/02/15 22:54,1,sms,2015-02,Meteor,mobile
723,10/02/15 00:24,1,sms,2015-02,Vodafone,mobile
724,10/02/15 00:24,1,sms,2015-02,Vodafone,mobile
725,10/02/15 06:58,34.429,data,2015-02,data,data
726,10/02/15 21:40,1,sms,2015-02,Vodafone,mobile
727,11/02/15 06:58,34.429,data,2015-02,data,data
728,12/02/15 06:58,34.429,data,2015-02,data,data
729,12/02/15 20:15,69,call,2015-03,landline,landline
730,12/02/15 20:51,86,call,2015-03,Tesco,mobile
731,13/02/15 06:58,34.429,data,2015-03,data,data
732,13/02/15 10:58,451,call,2015-03,Vodafone,mobile
733,13/02/15 21:13,8,call,2015-03,Vodafone,mobile
734,14/02/15 06:58,34.429,data,2015-03,data,data
735,14/02/15 15:40,106,call,2015-03,Three,mobile
736,14/02/15 16:06,148,call,2015-03,Tesco,mobile
737,15/02/15 06:58,34.429,data,2015-03,data,data
738,15/02/15 18:44,21,call,2015-03,landline,landline
739,16/02/15 06:58,34.429,data,2015-03,data,data
740,17/02/15 06:58,34.429,data,2015-03,data,data
741,17/02/15 15:59,24,call,2015-03,Meteor,mobile
742,17/02/15 19:09,2328,call,2015-03,Three,mobile
743,18/02/15 06:58,34.429,data,2015-03,data,data
744,18/02/15 18:49,165,call,2015-03,Tesco,mobile
745,18/02/15 19:56,94,call,2015-03,Three,mobile
746,19/02/15 06:58,34.429,data,2015-03,data,data
747,19/02/15 18:46,1,sms,2015-03,Vodafone,mobile
748,19/02/15 22:00,1,sms,2015-03,Vodafone,mobile
749,19/02/15 22:00,1,sms,2015-03,Vodafone,mobile
750,19/02/15 22:00,1,sms,2015-03,Vodafone,mobile
751,20/02/15 06:58,34.429,data,2015-03,data,data
752,20/02/15 13:45,68,call,2015-03,Vodafone,mobile
753,21/02/15 06:58,34.429,data,2015-03,data,data
754,22/02/15 06:58,34.429,data,2015-03,data,data
755,23/02/15 06:58,34.429,data,2015-03,data,data
756,23/02/15 20:49,182,call,2015-03,landline,landline
757,24/02/15 06:58,34.429,data,2015-03,data,data
758,24/02/15 10:05,107,call,2015-03,voicemail,voicemail
759,24/02/15 13:32,1,sms,2015-03,Three,mobile
760,24/02/15 13:32,1,sms,2015-03,Three,mobile
761,25/02/15 06:58,34.429,data,2015-03,data,data
762,25/02/15 12:56,117,call,2015-03,Tesco,mobile
763,25/02/15 12:58,129,call,2015-03,Vodafone,mobile
764,25/02/15 13:15,356,call,2015-03,Three,mobile
765,25/02/15 13:21,1,sms,2015-03,Tesco,mobile
766,25/02/15 13:22,1,sms,2015-03,Tesco,mobile
767,25/02/15 13:22,1,sms,2015-03,Tesco,mobile
768,25/02/15 13:22,1,sms,2015-03,Tesco,mobile
769,25/02/15 13:26,194,call,2015-03,Tesco,mobile
770,25/02/15 13:46,229,call,2015-03,Tesco,mobile
771,25/02/15 15:45,32,call,2015-03,Vodafone,mobile
772,26/02/15 06:58,34.429,data,2015-03,data,data
773,26/02/15 16:38,570,call,2015-03,Vodafone,mobile
774,26/02/15 22:34,29,call,2015-03,voicemail,voicemail
775,27/02/15 06:58,34.429,data,2015-03,data,data
776,27/02/15 13:50,27,call,2015-03,Three,mobile
777,27/02/15 14:33,107,call,2015-03,Three,mobile
778,27/02/15 14:36,128,call,2015-03,Vodafone,mobile
779,28/02/15 06:58,34.429,data,2015-03,data,data
780,28/02/15 14:09,335,call,2015-03,landline,landline
781,28/02/15 14:57,49,call,2015-03,Meteor,mobile
782,28/02/15 15:09,5,call,2015-03,Three,mobile
783,28/02/15 15:49,305,call,2015-03,landline,landline
784,28/02/15 16:00,207,call,2015-03,landline,landline
785,28/02/15 17:13,11,call,2015-03,landline,landline
786,28/02/15 17:14,3,call,2015-03,landline,landline
787,28/02/15 17:17,33,call,2015-03,landline,landline
788,28/02/15 21:25,357,call,2015-03,Three,mobile
789,28/02/15 21:55,1,sms,2015-03,Vodafone,mobile
790,28/02/15 22:39,1,sms,2015-03,Three,mobile
791,01/03/15 06:58,34.429,data,2015-03,data,data
792,01/03/15 12:19,9,call,2015-03,Meteor,mobile
793,02/03/15 06:58,34.429,data,2015-03,data,data
794,02/03/15 09:19,1,sms,2015-03,Vodafone,mobile
795,02/03/15 09:19,1,sms,2015-03,Vodafone,mobile
796,02/03/15 09:23,1,sms,2015-03,Vodafone,mobile
797,02/03/15 09:30,1,sms,2015-03,Vodafone,mobile
798,02/03/15 09:30,1,sms,2015-03,Vodafone,mobile
799,02/03/15 13:07,463,call,2015-03,Three,mobile
800,02/03/15 14:53,2,call,2015-03,voicemail,voicemail
801,02/03/15 14:54,93,call,2015-03,voicemail,voicemail
802,02/03/15 17:35,192,call,2015-03,Meteor,mobile
803,02/03/15 20:48,34,call,2015-03,Tesco,mobile
804,03/03/15 06:58,34.429,data,2015-03,data,data
805,03/03/15 09:57,76,call,2015-03,landline,landline
806,03/03/15 09:59,355,call,2015-03,Three,mobile
807,03/03/15 10:12,745,call,2015-03,Vodafone,mobile
808,03/03/15 10:27,57,call,2015-03,Vodafone,mobile
809,03/03/15 14:34,1325,call,2015-03,Vodafone,mobile
810,03/03/15 18:36,768,call,2015-03,Three,mobile
811,04/03/15 06:58,34.429,data,2015-03,data,data
812,04/03/15 07:02,1,sms,2015-03,Vodafone,mobile
813,04/03/15 07:16,1,sms,2015-03,Vodafone,mobile
814,04/03/15 10:30,1,sms,2015-03,Three,mobile
815,04/03/15 10:30,1,sms,2015-03,Three,mobile
816,04/03/15 12:29,10528,call,2015-03,landline,landline
817,05/03/15 06:58,34.429,data,2015-03,data,data
818,06/03/15 06:58,34.429,data,2015-03,data,data
819,07/03/15 06:58,34.429,data,2015-03,data,data
820,08/03/15 06:58,34.429,data,2015-03,data,data
821,09/03/15 06:58,34.429,data,2015-03,data,data
822,10/03/15 06:58,34.429,data,2015-03,data,data
823,11/03/15 06:58,34.429,data,2015-03,data,data
824,12/03/15 06:58,34.429,data,2015-03,data,data
825,13/03/15 00:38,1,sms,2015-03,world,world
826,13/03/15 00:39,1,sms,2015-03,Vodafone,mobile
827,13/03/15 06:58,34.429,data,2015-03,data,data
828,14/03/15 00:13,1,sms,2015-03,world,world
829,14/03/15 00:16,1,sms,2015-03,world,world
